mql_id,origin,business_segment,lead_type,lead_behaviour_profile,business_type,won_date
c2bb2199cb1cff125e02122597fbfb29,organic_search,watches,online_medium,"shark, cat",reseller,
5f7526ec1bdd6eebdf4f7d0054cfe163,organic_search,food_drink,online_medium,wolf,reseller,
1024cf4dc7f44bc2296769309fcfb4e5,referral,health_beauty,online_big,cat,reseller,
352409af828b39fe2353dfbe5e813752,direct_traffic,food_drink,offline,,reseller,
b1e32544dc409b126235d7b5bc98246e,unknown,home_office_furniture,online_beginner,cat,reseller,
bf5b131e6aee15fa373fb4d113b4a65c,referral,car_accessories,online_big,cat,reseller,
ee488918cd8d11b893067864f9dabddb,unknown,audio_video_electronics,online_medium,cat,reseller,
145bce9926e5e1adbddd13d9ee519c3e,organic_search,car_accessories,online_medium,,reseller,
aa65c38536b38e859fdecdcea7335154,paid_search,pet,industry,eagle,reseller,
24227051b98de30e484412134e0d0e49,organic_search,home_decor,online_big,,reseller,
e29db7c8b090e8df0246f5a54cd72799,paid_search,household_utilities,industry,,manufacturer,
5290b66ff9e0c1115614365d8e20f10c,,party,online_medium,cat,reseller,
b145d383541b505a53c5715a21385f80,referral,food_supplement,offline,cat,reseller,
a58f8a3280b2dd6440d88af9decb9b1f,organic_search,food_supplement,online_medium,cat,reseller,
4c898465f7e0becf53dd933ab2a1b6f9,paid_search,construction_tools_house_garden,online_top,cat,reseller,
3469f647707d7517364600b07bd45816,paid_search,home_decor,online_big,cat,reseller,
19c777b5bed02ee09375ce374cf653f1,unknown,construction_tools_house_garden,online_medium,cat,manufacturer,
fc723a87e241c9b3c2e5fd4df4ff8e9d,organic_search,audio_video_electronics,online_big,cat,reseller,
a7a8f7739ddc1abdd3bf7d4f9d8a911f,organic_search,home_decor,online_medium,shark,manufacturer,
9e7f111f15db1aa3830cd806660d7b97,unknown,health_beauty,industry,shark,,
768a02c350549c32585575742d6c29da,organic_search,food_drink,industry,eagle,manufacturer,
647715020a35f278c5ff9de26e2a4f9b,paid_search,watches,offline,eagle,reseller,
a0a7ffa593070c447c15f66e0aab9785,organic_search,car_accessories,online_big,eagle,manufacturer,
55dbee9943100076f718829ec0359185,organic_search,food_supplement,online_big,cat,reseller,
4fdeceef54c4e757fdbf8ea9132b22c9,organic_search,toys,online_medium,,reseller,
d348734a9ee240ebc4c0937a6e755621,paid_search,health_beauty,online_medium,,reseller,
0f7a3e9f4a5a415ee8d01aa7ad65ab7a,unknown,toys,industry,cat,manufacturer,
04921466d09d50f6541fdd33b322c876,organic_search,air_conditioning,online_medium,shark,reseller,
9b6e0fb52eba76006d3d11ead82fad4d,email,construction_tools_house_garden,online_medium,wolf,reseller,
e84d3444422cda735543114cf5df6b95,unknown,audio_video_electronics,online_medium,cat,manufacturer,
70e177868d7bc383ce3ea10b6f976ada,organic_search,pet,industry,,reseller,
cdca41db5ada4bf3e8e608a495066165,organic_search,computers,online_medium,cat,reseller,
479f751686a3b7f1783994dd56619558,organic_search,home_decor,online_medium,wolf,manufacturer,
b43f5f80ddc7bcfebd6cd94e13554e4a,direct_traffic,bags_backpacks,online_small,eagle,manufacturer,
860e39bc33e7c4ca4c26ec67979cc290,paid_search,home_decor,online_big,cat,reseller,
03ba283fed2772f4e477eea4f0f236b8,organic_search,food_drink,online_medium,cat,manufacturer,
9f11e692a2a53a8382be86ee9713763c,paid_search,jewerly,industry,,reseller,
f613b01d52b86da04ae810f173d5aaef,organic_search,music_instruments,online_beginner,cat,manufacturer,
a045219c760c6f765dfb3c5a6abf54c0,unknown,food_supplement,industry,cat,manufacturer,
ba7fb7aa93b1203a1f5e19b0857870e3,paid_search,home_decor,online_beginner,cat,reseller,
d2108470e2824da1f619e91a0e4784d0,unknown,toys,online_beginner,cat,reseller,
d8da124409cad437d5d2c35b101e3b91,direct_traffic,gifts,offline,,reseller,
37e3398f030e206491f4a61b69d39faa,organic_search,books,online_small,,manufacturer,
b5d3329593899c7a29511c6110bdc575,organic_search,car_accessories,online_medium,cat,reseller,
56e421575126bfe4c0592353bab5cfe6,paid_search,pet,online_medium,cat,reseller,
50cd562760a5819b07a9da2239046ef0,direct_traffic,car_accessories,online_medium,cat,reseller,
888a8ba5a910f3b25c9b95dedfdc04b2,organic_search,household_utilities,offline,wolf,reseller,
1160b456c2b0d88893e20daf51f80f39,organic_search,home_decor,industry,cat,manufacturer,
da96552c519b38a0d1b5dabc42e6be00,social,car_accessories,industry,eagle,reseller,
3fc2d2c3597b3e7b87c17651f98f6c22,social,food_drink,industry,cat,reseller,
70217dd96da535e0b862ae12245c8906,paid_search,pet,online_medium,cat,reseller,
e633a3d4fb3db2c7665c170c80db6717,organic_search,audio_video_electronics,online_big,cat,manufacturer,
29237848f862237c97d24f2cd71f89c9,social,health_beauty,offline,,reseller,
a4caf71cf38708eaf17117f78fa61c9f,organic_search,toys,online_medium,cat,manufacturer,
3d98ceed3d2937a5e819cd5b239220a3,paid_search,health_beauty,online_small,,manufacturer,
e9356c402558dcf285db53208880d47e,paid_search,construction_tools_house_garden,industry,eagle,reseller,
5c490b208aeecdb2af2f4b6fb696a6fe,organic_search,home_decor,online_small,cat,manufacturer,
a397cbaf77babef6e8fbbe9b72c7bee7,referral,construction_tools_house_garden,online_medium,,reseller,
518f741fa426a51c73533c621e5c8107,unknown,bags_backpacks,online_medium,cat,reseller,
7c01802bb3674e5af58547b0395bcb2d,organic_search,bags_backpacks,online_medium,eagle,manufacturer,
abcb67d98a01dcf18478fd47823a8dad,unknown,toys,online_medium,eagle,reseller,
8f8161d3a6bdf6a3ba5b28fd35725356,organic_search,fashion_accessories,online_beginner,eagle,reseller,
6e4e57e5aacf1a8feffa258c2c6ff947,organic_search,construction_tools_house_garden,online_medium,wolf,reseller,
384008daaa0f14b58912d8648101fdd0,organic_search,bed_bath_table,online_big,cat,reseller,
2b9eb12abdcf58e92fcf797a1eb2983d,organic_search,bed_bath_table,online_medium,cat,reseller,
586e57a7ef16035bd85e2dcf44248130,social,construction_tools_house_garden,online_beginner,,reseller,
99fc32e3c05e03597a692c4fd9a9d162,referral,computers,online_big,cat,reseller,
e866f5b284008f65db1641dae437f9c2,organic_search,toys,online_medium,,reseller,
e5c8f30b30415b1fc94d820ba9d4d08c,organic_search,home_decor,online_big,,reseller,
fa5e2d8f160a9160ba19cf589cdc017b,paid_search,home_decor,online_medium,cat,manufacturer,
3efcf88e3453fc6d9ce464e51d3a81d4,paid_search,car_accessories,online_big,eagle,reseller,
1360d3a80eca6292f33a04f7aebb5fee,referral,home_decor,industry,cat,manufacturer,
9375fea0a120ddcc052f02b81cde38fe,organic_search,home_decor,online_small,eagle,reseller,
3da19335c0dfd2c484d977ca16bfebd2,direct_traffic,household_utilities,offline,cat,reseller,
7318634fbf3172a58af7c638ddc76184,organic_search,home_decor,online_big,cat,manufacturer,
963637be23e343ea96024053fdecd723,organic_search,fashion_accessories,industry,cat,reseller,
9b4e84017d08b6576f1282367901c964,unknown,car_accessories,online_medium,wolf,reseller,
4dcfeaf97d0aec9f35e384d9c3624b39,organic_search,construction_tools_house_garden,online_medium,,reseller,
a6807243689c76d0e34230e8e6ce5ca9,paid_search,food_supplement,online_top,eagle,manufacturer,
0d7c4c62f923a1527f1e9e5bb30e5d60,unknown,construction_tools_house_garden,online_medium,cat,manufacturer,
24b23168fdaa0d98e9119081cd4fdd3e,organic_search,household_utilities,online_small,cat,manufacturer,
4e92cdeada5b8e753d95bc8c5c219f6d,paid_search,bed_bath_table,online_medium,,reseller,
c263e540e76c57607b5e1b613fbc8732,referral,gifts,online_beginner,cat,reseller,
3c0e7686e6e39489f6a45f6c7ec0dddb,referral,health_beauty,online_medium,wolf,reseller,
18f5d73a3c6b68160f6aa7fd089423b3,social,audio_video_electronics,online_small,eagle,reseller,
010ed37e44e2fdc175b4c5c6c930805a,paid_search,audio_video_electronics,online_medium,cat,reseller,
b83a52c035258ed43d787106b1765e35,organic_search,home_decor,,,reseller,
0d6080ffaadf8f8fd9648afb791c29c2,paid_search,handcrafted,offline,eagle,,
973f72ab89f64e22470778a9bd1ea10f,direct_traffic,toys,online_small,cat,reseller,
bb221b9bbbf25cc108cffe12fe10fbc2,unknown,home_decor,online_medium,,manufacturer,
fff8db9478d2fd72df65a67ee6b62f67,direct_traffic,construction_tools_house_garden,online_medium,,reseller,
d2ac71782272659e7171150d20d59158,,computers,online_big,cat,reseller,
085df4d5a370218b679cfab2121cd194,organic_search,food_drink,online_small,eagle,manufacturer,
b68eec99f3b66e98022e60843901fe3e,social,household_utilities,online_top,shark,reseller,
cbcb32994827a5c4ef1b8a630a4fa66e,organic_search,audio_video_electronics,online_medium,cat,reseller,
3ce39e5e8a82aa26e73fb52221089d5e,organic_search,construction_tools_house_garden,online_medium,eagle,reseller,
614a4db226bdaf4ffdbf60e37eda9213,organic_search,home_decor,industry,cat,manufacturer,
3de2f5d6b216073b662a9e202fb4b556,unknown,health_beauty,online_medium,cat,manufacturer,
b53cbe6da81db747a73e52a5a48d2703,unknown,health_beauty,online_small,cat,manufacturer,
a02248212328cdea5940d1c050f6c6e1,social,car_accessories,online_medium,wolf,reseller,
de615d957b9c5f4b8fd48893f7267a15,referral,sports_leisure,online_big,cat,reseller,
50523d9bd9d5d9a44bbc2f778954c5ae,paid_search,phone_mobile,online_big,shark,reseller,
08a7223e876a045d511074e8c9c8e937,social,bags_backpacks,online_medium,cat,reseller,
47a752e75a196b3b4edd825252ccf97f,paid_search,household_utilities,industry,cat,manufacturer,
f1a425f699458e09372b5da49c06fd33,paid_search,computers,online_small,,reseller,
450b9ff6579ee8138f673984554e8a93,organic_search,health_beauty,online_big,cat,reseller,
e3c586bec59ecb0430e34fb6bc37fb8d,organic_search,home_decor,online_beginner,cat,reseller,
c2174952a0255de7fb31b91a037f1e16,organic_search,construction_tools_house_garden,online_big,,reseller,
6c5532cd89a43796f19e4ac21f3b8c72,direct_traffic,audio_video_electronics,online_medium,wolf,reseller,
115f08592f4c2bb29013efbbc46608fc,unknown,construction_tools_house_garden,online_big,,reseller,
ff89e8ee1db049c810a2da86c84c6bd5,unknown,bed_bath_table,industry,,manufacturer,
2b9b8e32584fe9897d8aedde5bc04ed7,unknown,sports_leisure,online_medium,cat,reseller,
bb10ba1898d78d59bb76db2493ca511c,organic_search,audio_video_electronics,online_big,,manufacturer,
d94101ad400cbaf86b951c78f8172039,organic_search,handcrafted,online_big,cat,reseller,
f5f0711534e0b5d69c8e4206dd17cd88,direct_traffic,car_accessories,online_medium,cat,reseller,
04f8b803895d585e29bf21162e49cc84,social,baby,online_medium,cat,manufacturer,
57a80e778f3d755b4f2166e6a60826fd,unknown,jewerly,online_beginner,,manufacturer,
5c3fd6f239bbbd47b94fb424c8827b2e,social,home_decor,online_beginner,eagle,reseller,
099c0eddd44f937ac2facf3a72263b7f,unknown,computers,industry,,reseller,
644b522e92999426ab230d94a4bb4512,social,car_accessories,online_medium,wolf,reseller,
d2e8ac40dc18011d5ecd890846f36ec1,paid_search,food_drink,offline,eagle,reseller,
ee7230dec6c5cf2229f0a706a265ca49,direct_traffic,bags_backpacks,online_big,cat,reseller,
05b99715f32c973f929cd22735389966,organic_search,construction_tools_house_garden,online_big,cat,reseller,
f9cb3124b5a22b133f21273ef2cb0695,social,construction_tools_house_garden,online_medium,eagle,manufacturer,
2a0433fde38b262e5db7db757057c7c0,paid_search,car_accessories,online_medium,eagle,reseller,
a244f80bac3293a03b71b032e0e09ce5,organic_search,car_accessories,online_medium,eagle,reseller,
dca7085d5af68e91d19ed7cb75e1dd86,organic_search,jewerly,industry,cat,,
3efcdd8c4998017c9578b28a059f72e4,organic_search,fashion_accessories,online_small,eagle,manufacturer,
53be01f4f05aebe9d0c69268ac1999ce,organic_search,music_instruments,online_medium,,reseller,
501f06dacc74edd54022151f71c8960b,social,bed_bath_table,online_medium,cat,manufacturer,
c07c69d716213f5eb297e2721115daca,organic_search,phone_mobile,industry,eagle,reseller,
9c6dc3ff593093879a0eaf172f13589a,unknown,bags_backpacks,online_small,,manufacturer,
7375737cbc45eaf7c478be2858e294ca,unknown,computers,offline,cat,reseller,
e3ad7bdd4df4a7d9653820d9d67d4e49,unknown,sports_leisure,online_medium,cat,,
ed68030ad096167305ee933b382d92f4,organic_search,health_beauty,industry,eagle,reseller,
d238f0c1fbf6fccb32a3f8efcf03e3b8,organic_search,home_decor,offline,cat,manufacturer,
35dae000552fd88cce58a6571998738c,unknown,fashion_accessories,online_big,cat,reseller,
012fa44d6752ee07c167165cb8c6f11c,unknown,home_decor,online_small,wolf,manufacturer,
d73084414361442cb1fd4d659b395c38,direct_traffic,pet,,,reseller,
fb24fdefb6d2dd80651f6c1a87bc0d7f,organic_search,home_decor,online_medium,cat,manufacturer,
ab712090eb9a27881b63080c859147de,unknown,audio_video_electronics,,,reseller,
3d25d97d74b25fda24861545538d0475,unknown,food_supplement,online_medium,wolf,reseller,
f220cfabf79009211ae4493c75c742a9,organic_search,handcrafted,online_medium,eagle,manufacturer,
16b2e31fefe580e6aab327e53949bc14,unknown,home_decor,online_medium,wolf,reseller,
67577e94367b2efc073a5c9085a0e31d,direct_traffic,fashion_accessories,offline,wolf,manufacturer,
4b28b220ac44eb9727640e0b78cc622c,organic_search,household_utilities,online_big,cat,reseller,
04ecc73f538bcc74df709fe9281e08b8,organic_search,home_decor,online_medium,eagle,manufacturer,
7fd23d812013ce3b530b821d855bccbf,organic_search,audio_video_electronics,online_medium,,reseller,
9e7dc95c541eb2d8bf26affe1089821f,organic_search,fashion_accessories,offline,eagle,reseller,
fca7ac68a9bcfe7ec3a017257471f198,paid_search,sports_leisure,industry,cat,reseller,
e4ccb212806eb5e35794b3ebbdf1f6b6,unknown,car_accessories,online_medium,cat,reseller,
c7f1da0a5723f5afd7996648fa9c20d5,unknown,household_utilities,online_medium,,reseller,
7c3e1a45e4127c0eb25d7a8b7250da5b,paid_search,health_beauty,online_small,,reseller,
8e12ae4ee6dc484ecf2277a19b845658,paid_search,small_appliances,online_medium,cat,reseller,
e75d0b169ffeb90d4b805790ce68a239,paid_search,construction_tools_house_garden,online_big,cat,manufacturer,
7ccf00b6949c12d2df1963c60fad4f25,social,car_accessories,offline,wolf,reseller,
08fdf1038af7dd3070bdcd18922e23b2,paid_search,phone_mobile,online_medium,,reseller,
fe7fdf179234f77c4d0ab2ea82a82c52,organic_search,car_accessories,online_small,cat,reseller,
b2fb7865dfca2461177cbad7ec520b0e,email,small_appliances,online_medium,,,
5ebfa70416c6e41452ddde4ce2b536ac,organic_search,audio_video_electronics,online_beginner,cat,reseller,
9064926a39ede3627d76ffcc643bd773,unknown,jewerly,online_medium,wolf,reseller,
44f24b3c093ffe8bb756db22f86a9a2f,paid_search,phone_mobile,industry,cat,reseller,
b05d4080611fca7960d66263f2b29fa5,paid_search,food_drink,industry,,manufacturer,
f593b9ead8801922f74f0a5329e31486,organic_search,sports_leisure,online_medium,cat,,
c2dd0b60035ad00b08f81244a20b4860,paid_search,household_utilities,online_medium,,manufacturer,
5ca05341418f09367540f05484d0b650,organic_search,party,offline,,manufacturer,
92732d8798add606646430bbd6748bfd,paid_search,watches,online_medium,eagle,reseller,
8aa25d565a8891e68d123138a137622b,unknown,pet,offline,cat,reseller,
b47ea67781941189af94d2e217161684,unknown,car_accessories,online_big,cat,reseller,
f5386ed31571beed0361427ff58a9778,paid_search,health_beauty,industry,cat,manufacturer,
000dd3543ac84d906eae52e7c779bb2a,organic_search,home_decor,industry,cat,manufacturer,
d1d99ef14bb813e29718b9b4df53de52,email,health_beauty,online_medium,cat,reseller,
16a50d670cfa9afa1ebd0022240fb0f9,paid_search,fashion_accessories,online_beginner,,reseller,
cc1d6397370f680339bb84ca6ad55267,email,food_supplement,offline,cat,manufacturer,
91bf42fe769d7f395d8f11b747000def,organic_search,home_decor,online_medium,cat,manufacturer,
c5b432382d5978b94676426a32725dff,paid_search,car_accessories,offline,,reseller,
c56202b66d431a16fbc0260c3d2bd1f6,paid_search,food_supplement,offline,cat,reseller,
fa49eb69043e202e2370b17f86bb10a8,display,car_accessories,online_big,wolf,manufacturer,
31aa9651503a33c7f28f2a6e4d46b6e0,unknown,music_instruments,online_medium,,reseller,
c9b03be66eee564123ecf4b66c25986a,organic_search,household_utilities,online_medium,eagle,manufacturer,
2b6a1d360326583e2b95118913845eb5,direct_traffic,toys,offline,cat,reseller,
3b3f06f94891410cd5cec559abe7cff8,display,construction_tools_house_garden,online_medium,eagle,reseller,
dd61b41d5b91a9a09e504f025a87553b,organic_search,health_beauty,online_small,,reseller,
8b0a6e823972477463ff90b9e804a70c,direct_traffic,home_decor,online_small,,reseller,
44d37f9019983d92ead37f855133415b,organic_search,bags_backpacks,online_small,,reseller,
c242ee43f6d34d89ee71b02fbc5e88a7,referral,phone_mobile,offline,,reseller,
7290c4082936311a3295b7c9ca7bda8f,organic_search,food_drink,online_medium,cat,reseller,
0ace14f7dd3d8e29870664c6fa021440,organic_search,pet,online_medium,,reseller,
1d015de3059eb8754a365b5bbc735818,referral,health_beauty,online_big,cat,manufacturer,
f2258c61a8b46c0620005f5949fb11b8,email,pet,online_medium,wolf,reseller,
f4854d16f1c74c2e64a5b01933a04ada,unknown,bags_backpacks,online_medium,cat,reseller,
52427b6097c05044266c10cf110bb16c,referral,baby,online_beginner,cat,manufacturer,
da740a2d739707c310f3762453b41359,paid_search,computers,online_big,,reseller,
cd39b2fcf60d4580dbe25b82be3fd1ab,organic_search,pet,online_medium,wolf,reseller,
5b6359f4589fe6e5a4856110f0480240,organic_search,books,online_beginner,wolf,manufacturer,
3532ba8963b76ecaa46dc6d6f055a31a,unknown,home_decor,offline,cat,reseller,
6451343e4f4041fb19ddf7b9dc58538b,paid_search,bags_backpacks,industry,wolf,manufacturer,
5ee85f64aafcce6b24e3e1171a475ea6,unknown,computers,online_medium,cat,reseller,
2fdef625a264874c1a4081ca24dd479d,paid_search,health_beauty,online_big,eagle,reseller,
b8a54e345fa5fa48d9f72b7cd514240d,organic_search,home_decor,industry,cat,manufacturer,
a78562b316f0578286ddea6e6eaf2c63,unknown,construction_tools_house_garden,online_small,cat,reseller,
c0760e4171db0cd649bda18fcd314e33,unknown,household_utilities,online_small,,reseller,
9ef248df74556f4768271660f5ef5f7b,organic_search,home_decor,online_medium,,reseller,
4532f03593699ffdfd5fc1b58540190e,unknown,home_decor,online_top,cat,manufacturer,
dada30935bcfc75c69e651430ea8815f,organic_search,bed_bath_table,online_medium,cat,reseller,
e9631bea70bc3ae4018bff0eac2c0986,social,home_decor,online_medium,eagle,manufacturer,
1dbafa1bd602541ba5249cf8cc388acf,organic_search,computers,online_medium,cat,reseller,
d92949512f85bf2db92ad19b662922f6,unknown,health_beauty,online_medium,eagle,reseller,
dcee66ccb49a492ae42c446c0cc01b3a,paid_search,audio_video_electronics,online_medium,cat,reseller,
4a357e43fba47afd6d96c6f6524ade53,paid_search,bed_bath_table,online_medium,,manufacturer,
fceb58eea3ffda92cf9ab32fd9e5fe0d,organic_search,stationery,offline,cat,reseller,
63d196328512c582293ce6c845521bb6,paid_search,computers,online_medium,eagle,reseller,
cd60cded04fede4abccff6e0dea36f6e,organic_search,handcrafted,offline,wolf,manufacturer,
6fd8a9e989f62bd98e7d20c2f81b1519,paid_search,watches,online_medium,cat,reseller,
e03c43e6cfff88b9e06badf1de66b950,paid_search,health_beauty,online_medium,eagle,manufacturer,
33d81348225fe436802063fc73e6f2c5,organic_search,gifts,online_medium,cat,reseller,
ac2adbbec7f0d2fffad8e21d5e8a58e1,email,health_beauty,online_medium,cat,reseller,
8dcedd6884e553e55dfb6298a6f6cd94,direct_traffic,audio_video_electronics,online_medium,cat,reseller,
ba0773260354774c193b04f6af910192,direct_traffic,household_utilities,online_medium,wolf,manufacturer,
f5772c97a8e2bcf909674d8701480d55,organic_search,phone_mobile,online_big,cat,reseller,
4926b735eb624e5de200880635cc272a,organic_search,air_conditioning,online_big,,reseller,
28f36aa85fbadc0663c2df15a5af35db,organic_search,phone_mobile,offline,cat,,
0383bd4aa37e8dd109be3864bc703eda,paid_search,car_accessories,online_medium,cat,reseller,
80f3f5f7b631b0e974a4a4627672e73a,organic_search,health_beauty,online_beginner,,reseller,
20c1fd3638caa5d1dce50b6c0b7fc409,organic_search,audio_video_electronics,online_medium,cat,manufacturer,
5177d7712d018e49b0015adfdc2bb393,email,stationery,offline,cat,reseller,
3f972cdb5e257034c5ad72bd3b0ed184,unknown,home_decor,online_medium,wolf,reseller,
b440cc1f36911a5256b3dc30a1d599ba,direct_traffic,bags_backpacks,online_beginner,,manufacturer,
5b7fc89c42ee0f99a9db33e8baed5c52,organic_search,home_decor,online_medium,cat,manufacturer,
d3acf9ea06733ab725beeec8333da403,social,food_drink,online_small,,reseller,
bfa4c8f989b5998d069da0a75550a7ce,organic_search,car_accessories,offline,cat,reseller,
0dabd1a1be08da96cd6fa993b9afb0a8,paid_search,toys,online_medium,eagle,reseller,
9ab8da6ebb84a25f23233a3a2e8cfc11,social,car_accessories,online_medium,,reseller,
80a19b2bee623d67010812c64f360300,unknown,books,online_medium,wolf,reseller,
820f7970418d010d52a1c1db2d3c1d65,social,health_beauty,offline,wolf,reseller,
c22f68de5bdce96fee03e21ca08d898d,paid_search,construction_tools_house_garden,offline,cat,reseller,
0456932dafd6f6b56f142efaa19ea8ed,unknown,audio_video_electronics,online_small,cat,reseller,
c9535ee549d198a4b146a5a81e0a6450,unknown,household_utilities,online_small,wolf,reseller,
6fb435d98ce368e0b727cec0f8a2ccfb,unknown,computers,online_medium,wolf,reseller,
719a6e5ecb3067f0725a36f477404c5c,paid_search,bags_backpacks,offline,wolf,reseller,
e0bcbf50b9afa71ee130b94dfe8bcf2e,paid_search,health_beauty,online_small,cat,reseller,
10d6786c2646e4ef82973b3045096882,social,fashion_accessories,online_small,cat,manufacturer,
79304cca1ad8a247a9bafffd5f4db436,organic_search,food_drink,industry,,manufacturer,
8999714b474171439f0c56236609a287,organic_search,home_decor,industry,,reseller,
d8bbc05a9852cf8c785e2b05c5ba1bd9,unknown,computers,online_medium,cat,reseller,
b37245bd5e22836dea166c9bf1ce3715,unknown,home_appliances,online_medium,eagle,reseller,
98f57d973e7f90b1b813f13e5ebd847c,paid_search,car_accessories,offline,cat,reseller,
8df878a8e746bb16f57beaa0615b5693,social,home_decor,online_small,cat,manufacturer,
07c70f3b440791aa82c370d17910f32f,organic_search,sports_leisure,online_medium,,reseller,
bf38970e96dee81ef0b4b76c2feb1a2a,unknown,baby,online_medium,cat,reseller,
c14a716bc18a0f87296c2ec10bfe8929,organic_search,bags_backpacks,online_medium,wolf,manufacturer,
86b283c5d439e7c9a64dca8e850c5ebc,paid_search,home_decor,online_medium,eagle,manufacturer,
d6beac7184414a6487a7edade4c0f2ef,paid_search,car_accessories,online_medium,cat,reseller,
b64eccfaa3c560d142a15ca43a0ddc98,organic_search,health_beauty,online_medium,"cat, wolf",reseller,
9678fa54dc9751a0633fe25843f900b4,organic_search,toys,offline,cat,reseller,
85ac6feb584b665e85664974c546cfec,paid_search,toys,online_medium,cat,reseller,
75743dbfcf177f2885a59b460017feee,paid_search,audio_video_electronics,online_beginner,wolf,reseller,
418f995ca45e4394daa4447bd637ec4d,organic_search,audio_video_electronics,online_medium,eagle,reseller,
37ff30ea1566d0236fbe68c74def55bd,direct_traffic,bags_backpacks,online_medium,,manufacturer,
803fce03a8d1123afbbdbbbad0c4377d,unknown,home_decor,offline,shark,manufacturer,
9bde09f29256de88f4897345646c850c,paid_search,car_accessories,online_medium,cat,manufacturer,
1d656ca6611216968c7c89914031e043,unknown,bags_backpacks,online_medium,wolf,reseller,
abcbe3ee8523b90b416337f0abd94a53,paid_search,health_beauty,online_big,wolf,reseller,
746ac26956df2d6be2b2c66c26b62fda,unknown,household_utilities,online_big,wolf,reseller,
7f6401a2da5927d2c2fe3b6b946a9f37,unknown,food_drink,industry,wolf,manufacturer,
51d81424aa2d36bf4248ae8a4a3cc885,direct_traffic,audio_video_electronics,online_medium,cat,reseller,
51b030d05fdce1d571c4f55eed93d323,paid_search,health_beauty,online_small,,manufacturer,
62a081b993506561f522af260073cb18,direct_traffic,health_beauty,online_medium,cat,reseller,
df2782c019d0d66a88af774011e8ab29,organic_search,home_decor,online_medium,,manufacturer,
bc419ad99b06b6b3e155039d714e2061,unknown,baby,online_medium,cat,reseller,
92ad56ab29e347d1779a07879d38c67a,direct_traffic,household_utilities,industry,cat,manufacturer,
c92c413cead7d8b67a89850ba352e1d1,display,construction_tools_house_garden,online_medium,cat,reseller,
00dc5000951c268cc8655294daf67b1b,paid_search,handcrafted,online_medium,cat,reseller,
7b6ad2297d3beb569ddf3ee1ce22ffa8,paid_search,health_beauty,online_medium,shark,reseller,
07e3b175a6c00f310d4e7e4b17df1304,organic_search,home_office_furniture,industry,cat,manufacturer,
64c6e872abc90f8a480908b92521e25a,organic_search,home_decor,online_big,wolf,manufacturer,
d75057842b733134576d690d1d9509a2,unknown,sports_leisure,offline,eagle,manufacturer,
89599d85cfa823d8886146af161ea5b3,organic_search,audio_video_electronics,online_medium,cat,reseller,
d6f0ffd9dd59848ed1b74ad799489755,paid_search,construction_tools_house_garden,industry,cat,manufacturer,
9af787c1e7409f0866ade669dba8f697,organic_search,construction_tools_house_garden,online_medium,eagle,reseller,
6e668e75a724c96385d31729d5f7759b,paid_search,construction_tools_house_garden,online_big,cat,reseller,
d5f8ca8f1c429e41c73b370ad2fb45a1,unknown,religious,online_small,cat,manufacturer,
30c1778642a506dbd803a0fa5ece533e,organic_search,pet,industry,wolf,reseller,
95f2351eb791917e3e1cee823cf25969,unknown,health_beauty,offline,cat,reseller,
4388a23da67b154b780b78dd7ea4636e,organic_search,computers,online_medium,wolf,reseller,
c262b62c257bb4e97a9618c9bf4bacf5,email,car_accessories,industry,eagle,manufacturer,
bd47dc58209bc820d555f935bf055e40,paid_search,stationery,industry,cat,manufacturer,
8257329475414b1eaf3dc731440e01a7,organic_search,small_appliances,,cat,reseller,
8661d5d36e6ade1beb145e7154f96310,paid_search,car_accessories,industry,shark,manufacturer,
d0dde222e608c66b65d44776bd8b4092,organic_search,health_beauty,offline,cat,reseller,
33bedbbf5f4322acc36ecf15bd34cc57,unknown,home_decor,online_medium,,reseller,
5f1a8a8fddbc8a5ff4bf0f111dc69ff4,unknown,home_office_furniture,industry,cat,manufacturer,
3559ec2c1c4f29266d1c1eb0f1164549,social,audio_video_electronics,online_big,cat,reseller,
efe655d620d2d3d55ab8b2b6c86a945d,paid_search,car_accessories,online_medium,cat,reseller,
ddbfc14f2f93b8eeb75d4b11a876b7ba,unknown,games_consoles,online_medium,"eagle, cat",reseller,
b6b8870c2b130a562fbe89fb0bb9518a,paid_search,home_office_furniture,industry,,manufacturer,
1dec44d3b8974e86ab337f1755cd893e,organic_search,household_utilities,online_medium,cat,reseller,
356222b46d95b7fb1215f652ea9fd2f3,other_publicities,home_decor,offline,cat,reseller,
b39ac02ff5021fed10cb9988a23d5d02,social,home_decor,online_small,shark,manufacturer,
bc916355c4b4bff29473d27f0a214b84,unknown,health_beauty,industry,,reseller,
19d0170c5a9f7120fdcb2c34e9373f68,referral,computers,offline,eagle,reseller,
1ce04284ef15be769958c668292573b8,unknown,household_utilities,online_big,,reseller,
dc5cd6ec5b2df75ead63c98d5963e732,organic_search,handcrafted,online_small,cat,manufacturer,
ca7ca7ea7912312362a50c3754c1cc2d,social,toys,online_small,,reseller,
f46657d673d95ccf8d12b1075ab7c653,unknown,household_utilities,online_medium,cat,reseller,
7a2c5f44c553096c00bd05e62c4f3771,direct_traffic,health_beauty,online_beginner,cat,reseller,
ac894bcbadb0692e692ba49e19bc219b,paid_search,phone_mobile,offline,eagle,reseller,
796e2f57fd87b9b44251e692e269f0bf,paid_search,bags_backpacks,online_medium,cat,reseller,
